#Scale: 0.647935
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1526.9 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 404.336 28.0266 6.86356 201.099 13.473 13.8581 866.614 31.5074 66.2677 342.779 25.5495 15.5884 0.1 0.158489
0.210017 266.322 13.3301 8.44891 131.47 11.2556 6.41718 525.377 22.8914 36.8397 244.773 5.20932 21.0663 0.158489 0.251189
0.332855 173.377 12.3166 2.13126 89.7144 8.90707 5.16483 330.699 19.555 19.1271 161.382 8.52011 8.29276 0.251189 0.398107
0.52754 113.298 6.84492 1.54457 67.7932 3.76503 3.8807 193.912 8.67549 9.98666 108.779 5.4534 4.98472 0.398107 0.630957
0.836094 72.7774 4.38914 0.150536 47.919 4.17767 1.27936 110.75 5.27928 3.58914 72.7635 3.23688 1.69224 0.630957 1
1.32512 50.5732 2.52145 0.15934 36.6267 1.59954 1.19602 73.8371 1.81135 2.19719 49.7723 2.34182 0.645111 1 1.58489
2.10017 35.6914 1.61957 -0.0619431 26.1825 2.04396 0.219059 49.3971 1.23487 1.42137 36.0178 1.23558 0.333527 1.58489 2.51189
3.32855 25.3547 0.82914 0.235575 19.2089 0.867897 0.412756 33.9348 0.516991 0.841915 25.6784 0.4701 0.562489 2.51189 3.98107
5.2754 17.4174 0.640213 0.0403786 13.4357 0.50425 0.352866 23.1902 0.596155 0.297098 17.5405 0.507593 0.215963 3.98107 6.30957
8.36094 11.5025 0.293549 0.104001 9.06968 0.41387 0.10845 14.7409 0.189626 0.382577 11.6946 0.187655 0.310658 6.30957 10
