#Scale: 0.577060
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1714.4 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 290.222 10.0821 24.213 170.841 7.17747 15.5554 816.163 45.6414 82.5719 354.007 11.9585 39.4733 0.1 0.158489
0.210017 199.261 12.2459 11.3219 125.431 9.31596 9.11022 520.225 31.7877 48.7414 239.506 14.443 16.456 0.158489 0.251189
0.332855 135.135 8.81226 5.40253 91.1243 7.04597 6.88858 316.855 28.7707 19.5665 160.904 10.0323 7.855 0.251189 0.398107
0.52754 94.8105 4.43626 3.16614 69.3585 3.42412 5.51476 190.229 14.8067 7.11189 111.504 5.08196 4.88025 0.398107 0.630957
0.836094 61.3305 3.0001 1.13407 47.445 2.14494 2.37061 111.292 8.38865 3.05024 70.8257 3.52609 1.79771 0.630957 1
1.32512 42.4067 1.04507 1.19815 34.1758 1.05836 1.43677 70.3529 3.8185 2.17684 48.3444 0.893932 1.99173 1 1.58489
2.10017 30.5045 0.795654 0.494501 25.6327 0.820646 0.854034 46.9619 2.14239 2.46547 34.0345 0.758163 0.688759 1.58489 2.51189
3.32855 21.7341 0.576689 0.357609 18.2456 0.624121 0.549509 33.8357 1.00178 1.77756 24.2031 0.601215 0.522306 2.51189 3.98107
5.2754 15.2654 0.388549 0.211688 12.9358 0.52115 0.34059 22.8196 0.666471 1.23701 17.0118 0.380762 0.403416 3.98107 6.30957
8.36094 9.83931 0.23268 0.189894 8.36944 0.210713 0.276771 14.5409 0.361283 0.678577 10.9532 0.281874 0.238168 6.30957 10
