#Scale: 0.202435
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 4887.1 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 921.193 189.713 44.8629 725.589 250.781 77.9391 3674.06 1765.78 2039.52 1609 542.9 485.13 0.1 0.158489
0.210017 493.818 104.461 8.40186 467.149 97.5282 26.3508 857.577 1477.45 19.5684 588.266 245.782 109.715 0.158489 0.251189
0.332855 312.86 23.9667 30.9225 312.353 5.07492 65.6567 245.105 375.455 405.105 318.96 154.931 -3.35474 0.251189 0.398107
0.52754 140.507 23.4625 -1.85835 124.22 26.7612 3.88696 243.188 251.373 136.673 205.078 46.4121 31.1109 0.398107 0.630957
0.836094 116.74 14.6676 10.7284 100.737 18.1881 4.86992 289.433 54.3344 161.037 176.041 16.0383 51.7781 0.630957 1
1.32512 101.95 1.99579 12.2952 92.3928 4.46584 11.4276 121.164 67.8423 53.2827 142.203 5.94247 33.9493 1 1.58489
2.10017 53.2538 4.10656 3.357 48.2134 4.08241 2.68361 157.993 25.2922 76.052 69.0279 13.8257 12.3528 1.58489 2.51189
3.32855 36.5405 1.67915 3.38319 33.6378 1.87944 3.43193 35.4631 40.8957 6.91652 49.1654 5.59968 10.6802 2.51189 3.98107
5.2754 22.6187 0.817762 2.93572 19.886 1.30466 2.19246 47.6417 0.246807 25.5937 33.0028 4.69865 7.60359 3.98107 6.30957
8.36094 14.0144 1.04432 0.794944 10.0522 2.56633 -0.0401163 41.1215 13.2187 20.5511 29.5993 2.87612 10.675 6.30957 10
