#Scale: 0.485935
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2035.9 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1069.76 224.045 4.2168 402.992 131.823 74.0077 2014.68 235.667 178.247 626.761 163.348 20.7224 0.1 0.158489
0.210017 591.602 94.233 42.8849 160.915 87.0707 65.544 1073.95 75.5515 122.944 397.025 22.3239 59.0836 0.158489 0.251189
0.332855 288.827 58.7572 10.6416 123.908 46.6048 20.4121 547.155 22.7415 97.4696 161.652 58.1784 -4.31516 0.251189 0.398107
0.52754 164.031 21.2411 2.81012 51.5196 30.8251 0 260.314 11.1677 32.5621 134.463 23.9174 9.71571 0.398107 0.630957
0.836094 103.654 13.3099 0.397026 37.984 27.4183 1.61319 152.056 7.53433 13.058 91.9724 11.1067 4.47154 0.630957 1
1.32512 64.6041 9.71509 1.31142 34.2322 10.9892 2.9266 98.4621 0.832718 10.4227 50.995 12.629 0.1987 1 1.58489
2.10017 51.9138 4.56767 1.19869 31.734 7.41886 1.17696 65.8927 2.79597 4.98016 48.9643 4.12471 1.36374 1.58489 2.51189
3.32855 35.6516 3.26024 0.690289 25.9799 3.08794 2.24977 44.3519 2.04979 2.5257 32.8069 3.8854 0.893042 2.51189 3.98107
5.2754 23.6675 2.34832 0.629601 19.6867 3.54782 1.07518 27.3274 2.64594 1.00089 22.4401 1.55256 1.43977 3.98107 6.30957
8.36094 14.6652 1.57967 0.211098 11.8026 2.02492 0.404415 17.4827 0.943583 0.706905 13.6498 1.76894 0.308146 6.30957 10
