#Scale: 0.136623
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 7241.2 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 3449.33 2846.02 1046.15 3862.41 2514.42 1378.68 -160 0 0 -160 5686.04 0 0.1 0.158489
0.210017 797.932 2081 94.413 907.566 2102.66 81.9135 -160 0 0 -160 0 0 0.158489 0.251189
0.332855 1556.12 1063.07 318.703 1115.02 1673.02 -49.9733 -160 0 0 5561.23 -2171.32 5721.23 0.251189 0.398107
0.52754 675.021 527.868 103.176 685.989 468.044 148.309 -160 0 0 599.221 2331.59 525.763 0.398107 0.630957
0.836094 232.869 201.353 66.3554 193.634 217.049 55.6338 -160 0 0 595.629 316.546 755.629 0.630957 1
1.32512 152.808 45.5378 67.0648 168.497 57.7194 77.059 -160 0 0 20.4927 256.312 180.493 1 1.58489
2.10017 69.9038 68.3261 17.6905 40.1687 92.3308 -8.60239 -160 160 0 342.988 -77.9192 333.872 1.58489 2.51189
3.32855 78.3498 20.7709 27.6942 66.3156 21.2072 24.6119 -160 299.126 0 192.809 28.5161 141.726 2.51189 3.98107
5.2754 21.4273 6.55065 9.89927 18.9268 10.3179 6.62834 680.338 -514.748 840.338 26.0092 31.3205 60.3654 3.98107 6.30957
8.36094 17.6978 12.6036 3.16922 14.7963 14.8645 1.76276 -160 275.442 0 48.5535 10.8503 42.2008 6.30957 10
