#Scale: 0.374560
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2641.3 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 639.214 28.5822 61.1744 365.743 20.4223 52.5138 1841.42 133.173 278.328 664.218 44.6312 101.323 0.1 0.158489
0.210017 329.786 18.4514 24.4007 176.212 20.1596 12.3175 984.174 5.34521 224.356 348.56 36.4289 38.3162 0.158489 0.251189
0.332855 187.087 9.61922 14.2179 107.433 14.6274 8.45387 434.439 49.3751 68.9698 217.841 0.75827 35.1978 0.251189 0.398107
0.52754 123.156 0.416016 9.78537 88.4225 3.0521 5.65806 256.222 -7.96448 54.4139 130.811 3.9268 13.6868 0.398107 0.630957
0.836094 78.3355 0.406769 4.51153 60.9397 3.24096 2.28615 130.781 -2.9567 21.775 85.4112 0.179001 7.26138 0.630957 1
1.32512 54.3561 1.82196 1.94635 43.713 1.53006 2.98742 85.894 6.45068 6.40552 58.8106 1.50914 3.09653 1 1.58489
2.10017 39.7411 1.69921 0.842278 30.4084 2.4869 0.145721 61.6478 4.4675 3.72283 44.9593 0.899715 2.88257 1.58489 2.51189
3.32855 30.2297 0.328993 1.23964 24.7877 0.439674 1.16191 44.3359 2.23912 3.14978 32.9685 0.16013 2.28413 2.51189 3.98107
5.2754 19.134 0.371576 0.639116 15.7224 0.0386915 1.2599 27.4361 1.51925 1.71193 20.9743 0.808517 0.692976 3.98107 6.30957
8.36094 12.2044 0.343466 0.478386 10.1043 0.0895624 1.01505 17.7212 1.40402 0.519707 13.2446 0.472873 0.678257 6.30957 10
