#Scale: 0.949154
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1042.3 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1054.01 60.3392 40.4048 436.051 109.41 69.5789 1428.24 107.832 118.263 681.975 41.467 60.4886 0.1 0.158489
0.210017 651.084 48.3412 11.8651 299.982 46.4617 60.1416 858.687 85.5739 30.4431 446.28 35.0262 43.3484 0.158489 0.251189
0.332855 405.46 28.9327 1.27695 182.99 35.7757 34.2675 518.03 53.0882 10.7876 300.535 27.67 24.2845 0.251189 0.398107
0.52754 248.394 8.47368 6.44212 141.445 -5.51836 35.8121 310.351 23.6956 13.0658 187.687 7.27545 18.4808 0.398107 0.630957
0.836094 153.932 4.22325 4.75334 86.2337 9.99291 10.7597 186.325 13.7986 6.16237 124.44 -0.432777 15.9691 0.630957 1
1.32512 91.7142 2.60086 1.2329 58.4297 5.79327 9.00582 108.182 4.1952 4.04938 76.5058 3.60083 3.26844 1 1.58489
2.10017 55.0933 5.38346 -0.816082 40.311 3.90368 4.01818 62.7061 5.5261 0 47.9472 6.16569 -0.28537 1.58489 2.51189
3.32855 41.2987 1.01123 0.759056 27.3948 5.2131 0.365843 45.8478 1.83792 1.78943 37.9966 0.838802 2.10265 2.51189 3.98107
5.2754 28.7435 0.511292 0.820852 21.4974 1.0157 3.31929 32.7248 0.0180054 2.06994 24.9138 1.77596 0.14793 3.98107 6.30957
8.36094 19.3227 0.560163 0.691603 12.4765 1.71316 0.766186 22.4935 -0.102018 1.66948 16.478 1.40808 0.408329 6.30957 10
