#Scale: 0.663123
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1491.9 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 927.631 146.853 9.59705 254.316 150.377 28.8683 1556.36 119.474 124.864 513.195 92.6104 10.3399 0.1 0.158489
0.210017 559.648 74.2735 7.28931 112.513 93.8312 -6.6814 922.39 45.5996 77.3987 336.092 47.457 23.0244 0.158489 0.251189
0.332855 330.403 46.5258 -3.64957 78.3913 63.5495 -4.7231 520.464 31.0355 31.7704 217.97 28.8338 9.48938 0.251189 0.398107
0.52754 194.312 20.5595 -1.10872 94.5962 13.5179 12.3168 285.16 27.9405 8.6301 135.071 11.4562 10.9742 0.398107 0.630957
0.836094 118.578 13.9681 -1.36893 52.8941 19.0467 0.333515 170.661 10.1823 7.72462 86.8724 12.4285 0.328423 0.630957 1
1.32512 73.6461 4.01159 0.776199 41.3936 7.89597 6.62868 94.4166 3.91226 6.33132 62.6079 4.75961 2.94722 1 1.58489
2.10017 53.1354 5.58562 0 31.0102 8.15933 1.81712 65.256 4.46867 1.16551 47.5698 3.55138 1.29036 1.58489 2.51189
3.32855 37.5287 3.19352 -0.280411 23.076 5.26741 0.434517 46.703 2.51039 0.922001 32.7079 2.27943 0.597454 2.51189 3.98107
5.2754 24.9332 2.80399 -0.298225 15.1201 1.32335 1.27782 31.1474 1.7548 0.309692 21.6741 2.54466 -0.0298119 3.98107 6.30957
8.36094 16.1677 2.61606 -0.276747 9.07771 2.96084 0.222515 20.7341 1.43567 0.229355 13.7407 2.56296 -0.344131 6.30957 10
