#Scale: 0.222685
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 4442.7 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1974.3 280.757 239.209 1142.37 328.67 160.757 7879.25 1674.79 4882.06 4018.22 909.011 1277.03 0.1 0.158489
0.210017 880.859 59.7779 157.17 761.748 52.1151 178.649 4107.31 1075.53 2186 978.102 283.918 364.926 0.158489 0.251189
0.332855 305.113 103.098 30.1801 264.291 97.9371 32.1711 264.712 1361.41 -242.767 432.498 81.2231 170.175 0.251189 0.398107
0.52754 227.163 51.9368 8.77367 200.653 42.4319 24.6337 347.242 478.281 109.408 297.88 82.6216 48.4575 0.398107 0.630957
0.836094 133.521 9.39384 25.9793 114.435 17.9441 28.4487 109.249 279.874 -18.7909 193.523 -8.90048 73.8389 0.630957 1
1.32512 136.134 4.30702 17.3409 131.948 4.7487 18.8515 54.3799 134.19 2.14709 155.566 17.2044 29.9615 1 1.58489
2.10017 82.3714 10.3256 4.16629 78.9344 9.79512 6.76866 117.375 45.5638 63.2936 89.9448 22.2879 5.91831 1.58489 2.51189
3.32855 39.7448 10.782 -1.62339 37.0087 10.0545 0.666332 52.3558 38.7887 4.17716 47.0258 15.5129 1.26183 2.51189 3.98107
5.2754 30.484 4.82467 1.80723 27.4025 6.03846 1.45775 25.9888 31.6868 -1.84325 40.2185 4.25129 6.84956 3.98107 6.30957
8.36094 16.4613 2.25836 0.27347 14.0935 3.09621 0.506562 25.1087 11.7389 7.91227 22.9483 4.93048 4.71991 6.30957 10
