#Scale: 0.384685
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2571.8 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 602.648 43.6121 34.8558 374.403 6.73166 44.4379 1580.95 88.8691 232.847 587.396 92.8023 57.5206 0.1 0.158489
0.210017 333.81 14.6003 30.4786 199.391 12.2013 18.3986 878.419 24.1365 150.012 332.694 22.4787 46.7057 0.158489 0.251189
0.332855 180.464 8.04356 12.7525 111.198 12.0308 9.59187 428.377 24.1763 76.1245 188.049 11.5841 27.3452 0.251189 0.398107
0.52754 116.933 1.4916 8.18371 75.2678 8.55463 2.09093 221.209 11.8901 22.7708 132.682 -2.565 19.4711 0.398107 0.630957
0.836094 74.3043 3.26258 2.07183 57.375 3.76842 2.62917 122.649 1.61504 13.532 79.213 4.62448 2.62443 0.630957 1
1.32512 54.8987 1.50471 2.04901 40.8389 2.2568 2.19434 86.4019 2.00442 7.20964 61.1323 1.20986 3.5895 1 1.58489
2.10017 42.0903 1.41478 1.45871 33.2596 1.98192 1.57639 64.6124 2.75063 3.68291 45.3231 0.88884 2.38424 1.58489 2.51189
3.32855 29.3077 0.566677 0.845224 23.9771 0.838831 1.12366 43.8072 0.710621 3.16615 31.0338 0.522804 1.02612 2.51189 3.98107
5.2754 19.0889 0.58312 0.479961 14.6711 0.581412 0.58386 30.4477 -0.485792 3.50689 20.6833 0.865492 0.440468 3.98107 6.30957
8.36094 11.3933 0.608052 0.230794 8.82371 0.716835 0.133669 17.4086 0.485991 1.30342 12.4683 0.500454 0.401381 6.30957 10
