#Scale: 0.187248
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 5283.4 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 2387.15 1361.08 360.564 2228.85 1386.2 350.087 -160 19972.4 0 3205.86 1969.38 1798.76 0.1 0.158489
0.210017 1107.55 207.714 451.867 949.519 145.891 511.217 -160 10042.5 0 1849.96 817.865 1190.91 0.158489 0.251189
0.332855 546.469 249.291 51.785 344.809 282.724 11.9566 4383.19 1243.88 4543.19 1173.63 655.061 609.701 0.251189 0.398107
0.52754 342.233 102.025 107.104 216.815 144.904 67.1989 5266.02 -574.142 5426.02 583.301 400.615 369.142 0.398107 0.630957
0.836094 303.867 21.6784 55.6461 300.039 26.5431 75.5437 1280.09 577.795 1127.16 262.733 164.692 132.244 0.630957 1
1.32512 142.475 58.3503 24.5932 106.754 76.9911 18.0513 413.311 396.232 221.871 277.562 20.6077 124.919 1 1.58489
2.10017 90.975 14.7441 24.286 84.0943 20.1582 17.4399 68.2393 279.783 88.3283 121.395 9.94067 62.2362 1.58489 2.51189
3.32855 53.9593 15.21 7.39151 40.977 20.1696 2.29338 21.7274 76.1656 84.3831 110.728 6.97455 48.6172 2.51189 3.98107
5.2754 24.42 13.5378 -1.06446 21.6248 15.3173 2.30964 111.301 8.60164 113.511 31.1344 24.0512 5.4278 3.98107 6.30957
8.36094 21.228 0.768858 5.6811 21.8154 0.530102 7.24621 -41.1924 65.7429 2.894 22.4094 11.9939 7.5202 6.30957 10
