#Scale: 0.247998
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 3989.2 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1239.91 354.718 97.6566 1025.06 159.651 317.292 1071.94 3863.57 -1062.09 1770.91 696.295 246.676 0.1 0.158489
0.210017 705.305 52.3508 73.4518 494.06 80.1856 30.7953 3027.89 -60.1287 1281.26 967.438 175.829 283.877 0.158489 0.251189
0.332855 228.274 36.5869 16.9641 230.579 18.4168 36.2594 35.2496 599.531 -202.3 242.937 75.2295 56.2376 0.251189 0.398107
0.52754 154.961 37.9109 3.83601 130.592 47.206 0.930222 150.921 238.22 -58.1923 213.618 16.5729 49.8732 0.398107 0.630957
0.836094 144.448 3.91827 18.3658 136.321 -0.141754 23.343 257.757 57.9565 44.0895 152.031 18.6046 23.081 0.630957 1
1.32512 116.483 2.68516 12.1741 99.9052 2.00729 14.5903 277.339 -20.6542 111.031 139.29 17.4679 13.7895 1 1.58489
2.10017 71.0657 2.79084 5.31145 65.4362 -0.552368 9.94308 162.467 14.2761 45.0418 74.9682 15.4987 1.06004 1.58489 2.51189
3.32855 42.1946 2.30453 2.06049 38.2348 1.32245 5.42001 86.9907 3.5087 22.4586 46.9769 8.98301 -0.849052 2.51189 3.98107
5.2754 26.9658 1.65687 1.06425 22.3678 2.71603 1.57452 34.1313 12.8233 5.18514 37.2053 1.33786 4.94995 3.98107 6.30957
8.36094 15.6174 2.0096 0.517774 12.6879 1.69916 1.38947 29.0738 12.3362 2.7725 21.2122 4.46091 2.65188 6.30957 10
