#Scale: 0.318873
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 3102.5 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 890.651 16.6111 133.228 531.829 47.7269 94.3928 2800.85 -5.10498 810.01 1126.76 63.3352 278.569 0.1 0.158489
0.210017 401.464 31.5626 32.9312 231.564 27.2228 21.2645 1453.01 121.678 316.817 489.212 48.609 77.5609 0.158489 0.251189
0.332855 237.915 12.055 19.6422 151.108 17.3717 8.13496 821.748 34.8704 211.322 275.135 14.1303 48.3979 0.251189 0.398107
0.52754 128.159 7.06454 6.02774 97.0439 6.325 8.77097 299.668 34.1543 54.5516 147.675 12.151 11.5935 0.398107 0.630957
0.836094 98.6808 5.14297 2.6898 79.732 5.99947 2.92627 168.319 2.36594 31.1232 116.257 7.41356 6.57715 0.630957 1
1.32512 66.5051 3.95412 1.2794 53.946 3.48504 2.52797 143.292 7.60284 23.2966 73.1459 7.06933 3.42894 1 1.58489
2.10017 48.3821 1.56817 1.49992 39.092 1.68122 1.61832 83.6572 6.03939 8.82677 56.814 1.58395 4.30657 1.58489 2.51189
3.32855 35.2486 0.744839 1.6254 29.558 0.504416 2.35704 63.7645 3.12029 10.8574 39.2837 1.41292 2.13924 2.51189 3.98107
5.2754 23.7157 -0.0864868 1.29453 20.3778 0.599958 1.38416 34.9535 1.52184 3.87284 26.9802 -0.465797 2.59313 3.98107 6.30957
8.36094 14.4633 0.385021 0.544177 11.756 0.527737 0.671483 24.3771 2.16837 2.13271 16.9805 0.517023 1.68246 6.30957 10
