#Scale: 0.728935
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1357.2 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 967.093 121.612 19.2977 232.652 220.591 -35.6541 1532.87 169.703 128.847 613.75 23.7498 68.0454 0.1 0.158489
0.210017 595.712 65.5206 6.86401 165.662 73.5416 39.9891 916.904 96.2584 59.0975 398.526 33.1871 35.997 0.158489 0.251189
0.332855 363.462 29.7826 7.00491 166.714 17.7166 33.7748 554.189 42.1271 28.1208 231.139 16.9868 21.1134 0.251189 0.398107
0.52754 203.905 21.2988 -0.209564 106.328 17.2045 8.85437 289.005 32.4037 6.34076 147.407 8.53583 11.5945 0.398107 0.630957
0.836094 128.136 9.25446 1.07825 69.1088 11.487 7.34249 168.971 11.4364 6.55997 104.198 5.13431 5.58261 0.630957 1
1.32512 83.6836 5.0273 2.32407 42.216 13.2176 -0.693596 107.81 4.21964 8.73098 71.2535 4.32719 3.51595 1 1.58489
2.10017 57.3852 4.15314 0.846321 40.966 3.26884 5.00307 68.9654 3.71867 2.07162 50.5135 3.73021 2.16912 1.58489 2.51189
3.32855 38.8625 1.94463 0.302917 23.1024 4.36609 1.08442 48.0219 -0.200306 3.00411 34.148 3.38192 -0.30621 2.51189 3.98107
5.2754 26.9195 1.73532 0.277008 17.8771 2.64433 0.785948 33.0751 0.585785 1.22966 23.3485 2.30744 0.371485 3.98107 6.30957
8.36094 17.5957 1.77145 0.139065 10.5926 3.08585 0.446095 21.2459 1.07163 0.312265 15.9045 1.59245 0.404614 6.30957 10
