#Scale: 0.490997
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2014.9 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(Q)/W_p(SF)(1) Err+(2) Err-(3) W_p(SF)/W_p(All)(4) Err+(5) Err-(6) W_p(Q)/W_p(All)(7) Err+(8) Err-(9) (10) W_p(SFxQ)/W_p(All)(11) Err+(12) Err-(13) Bin_left_edge(14) Bin_right_edge(15) 
0.132512 0 0 0 0.581216 0.0439663 0.0112677 3.09537 0.272074 0.399938 1.30776 0.034602 0.100111 0.1 0.158489
0.210017 0 0 0 0.617136 0.0343341 0.0165935 2.90598 0.353728 0.315894 1.28293 0.022584 0.0952171 0.158489 0.251189
0.332855 0 0 0 0.695268 0.0299833 0.0241938 2.44903 0.23576 0.240536 1.23619 0.0260333 0.0549359 0.251189 0.398107
0.52754 0 0 0 0.744974 0.0352051 0.0190432 2.02392 0.260027 0.181809 1.22822 0.00842488 0.0599629 0.398107 0.630957
0.836094 0 0 0 0.817805 0.0196762 0.0313615 1.71252 0.200163 0.101189 1.16611 0.0241948 0.0320947 0.630957 1
1.32512 0 0 0 0.841983 0.00662053 0.0221321 1.59101 0.118752 0.0391719 1.14843 0.0182675 0.0263329 1 1.58489
2.10017 0 0 0 0.83854 0.0144182 0.0146237 1.57134 0.100551 0.0465702 1.15693 0.0159975 0.0358912 1.58489 2.51189
3.32855 0 0 0 0.863511 0.0109397 0.0183485 1.53376 0.0543159 0.0521439 1.12444 0.0185157 0.0220844 2.51189 3.98107
5.2754 0 0 0 0.862043 0.012635 0.0110036 1.50919 0.0522527 0.0736411 1.13069 0.0139786 0.0229228 3.98107 6.30957
8.36094 0 0 0 0.871019 0.0153652 0.015524 1.46911 0.0386574 0.0864426 1.12331 0.0139166 0.0185789 6.30957 10
