#Scale: 0.979529
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1010.0 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 347.249 11.5169 19.7257 180.204 6.3082 23.8316 717.015 81.618 40.2474 342.326 12.2787 24.2894 0.1 0.158489
0.210017 283.167 7.61975 15.6356 149.268 5.81761 18.5832 589.149 60.2413 39.1932 275.934 7.4545 17.6913 0.158489 0.251189
0.332855 216.163 5.67679 10.4161 115.629 7.08729 12.0364 430.252 49.7451 21.4481 216.097 4.98737 15.2491 0.251189 0.398107
0.52754 156.021 5.42735 6.70341 90.6851 3.78556 9.36916 296.252 29.8099 12.9508 155.602 5.57352 8.46507 0.398107 0.630957
0.836094 104.067 2.23011 4.33533 66.2924 1.93382 5.97339 183.325 16.5313 8.72021 104.447 2.7378 4.96923 0.630957 1
1.32512 64.925 1.39066 2.18217 45.111 1.6832 3.13818 103.693 8.54929 4.59163 66.0865 1.63847 2.5261 1 1.58489
2.10017 41.5086 0.794968 1.03719 30.8119 0.800457 1.33088 60.5319 3.88001 1.99138 42.7888 0.943302 1.20336 1.58489 2.51189
3.32855 28.332 0.413507 0.69965 22.3836 0.423368 1.02289 38.6152 1.71955 1.2496 29.1453 0.525799 0.692518 2.51189 3.98107
5.2754 19.6896 0.225971 0.573097 15.611 0.212994 0.78257 26.6445 1.52934 0.852463 20.2801 0.258539 0.661581 3.98107 6.30957
8.36094 12.848 0.198221 0.342726 10.3947 0.134811 0.560624 16.9818 1.13769 0.49975 13.2203 0.264164 0.36453 6.30957 10
