#Scale: 0.485935
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2035.9 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 451.272 23.6266 16.3026 219.954 5.31595 25.7702 1004.72 76.9036 73.4157 416.299 35.4899 28.9807 0.1 0.158489
0.210017 260.012 15.3939 8.0955 128.886 13.2733 7.92113 572.619 35.5886 44.2974 240.587 16.6315 20.9778 0.158489 0.251189
0.332855 160.388 9.36833 7.03474 92.5726 9.06774 4.29156 302.849 13.935 30.2454 157.188 11.7745 10.6982 0.251189 0.398107
0.52754 99.8664 5.97492 1.34705 63.1104 6.85498 1.67521 171.048 10.1918 8.15051 100.282 5.35979 4.46963 0.398107 0.630957
0.836094 67.0851 2.3252 1.33641 47.5196 3.39687 1.4823 105.479 1.78985 7.84711 67.1269 2.52108 2.0148 0.630957 1
1.32512 47.8942 1.91559 0.607693 34.636 2.65366 1.04852 71.3071 2.40436 3.4819 48.8506 2.04758 1.08224 1 1.58489
2.10017 35.3425 1.4431 0.26107 26.835 1.42577 0.749109 51.171 1.91672 1.80727 35.6694 1.65578 0.37582 1.58489 2.51189
3.32855 25.9773 0.54949 0.56531 19.4376 0.948486 0.233517 36.4631 0.411629 2.23334 26.8276 0.418673 0.929136 2.51189 3.98107
5.2754 17.4984 0.270559 0.420263 12.5594 0.907667 0.267842 24.7528 0.00187302 1.70888 18.3776 0.164188 0.786648 3.98107 6.30957
8.36094 11.0078 0.209069 0.267273 7.98328 0.538404 0.278689 16.1631 -0.216852 1.47861 11.2921 0.261744 0.324266 6.30957 10
